shipment_id,order_id,shipping_mode,delivery_date,delivery_status,shipping_cost
57872,17872,Rail,2025-10-11,Delivered,19.81
57873,17873,Road,2025-08-23,Delivered,20.05
57874,17874,Rail,2025-01-13,Delivered,32.36
57875,17875,Air,2025-02-26,Delivered,38.67
57876,17876,Air,2025-10-04,Delivered,23.26
57877,17877,Road,2025-09-14,Delivered,11.7
57878,17878,Road,2025-01-10,Delivered,33.99
57879,17879,Road,2025-09-25,Delivered,24.72
57880,17880,Air,2025-04-05,Delivered,17.2
57881,17881,Rail,2025-11-26,Delivered,43.37
57882,17882,Air,2025-04-29,Delayed,10.13
57883,17883,Road,2025-03-10,Delivered,7.13
57884,17884,Rail,2025-08-22,Delayed,44.37
57885,17885,Road,2025-07-05,Delivered,8.58
57886,17886,Road,2025-10-27,Delivered,26.97
57887,17887,Road,2025-03-27,Delivered,35.25
57888,17888,Road,2025-04-19,Delayed,33.0
57889,17889,Road,2025-09-09,Delivered,28.05
57890,17890,Road,2025-09-15,Delayed,24.18
57891,17891,Air,2025-04-18,Delivered,15.3
57892,17892,Air,2025-07-10,Delivered,14.84
57893,17893,Road,2025-04-26,Delivered,28.88
57894,17894,Road,2025-10-29,Delivered,31.13
57895,17895,Air,2025-10-24,Delivered,28.62
57896,17896,Road,2025-06-25,Delayed,37.98
57897,17897,Air,2025-09-01,Delivered,18.8
57898,17898,Rail,2025-07-02,Delivered,28.52
57899,17899,Rail,2025-03-20,Delivered,35.66
57900,17900,Road,2025-10-30,Delivered,24.72
57901,17901,Air,2025-02-28,Delivered,13.47
57902,17902,Road,2025-05-23,Delivered,30.75
57903,17903,Air,2025-02-20,Delivered,14.81
57904,17904,Air,2025-08-25,Delayed,18.27
57905,17905,Road,2025-06-25,Delivered,14.69
57906,17906,Rail,2025-05-18,Delayed,40.78
57907,17907,Air,2025-10-10,Delivered,42.64
57908,17908,Road,2025-09-17,Delayed,16.37
57909,17909,Air,2025-08-02,Delivered,39.55
57910,17910,Rail,2025-05-28,Delayed,20.61
57911,17911,Road,2025-06-26,Delivered,46.92
57912,17912,Rail,2025-12-08,Delivered,30.85
57913,17913,Road,2025-04-22,Delivered,34.76
57914,17914,Rail,2025-06-20,Delivered,32.71
57915,17915,Rail,2025-03-04,Delivered,12.35
57916,17916,Rail,2025-11-08,Delivered,28.19
57917,17917,Rail,2025-02-14,Delivered,48.79
57918,17918,Air,2025-07-08,Delivered,46.95
57919,17919,Air,2025-12-01,Delivered,29.93
57920,17920,Road,2025-09-23,Delivered,25.33
57921,17921,Air,2025-06-16,Delivered,22.0
57922,17922,Air,2025-12-28,Delayed,25.98
57923,17923,Road,2025-06-05,Delayed,44.59
57924,17924,Road,2025-03-24,Delivered,37.35
57925,17925,Road,2025-02-02,Delayed,45.73
57926,17926,Air,2025-01-31,Delayed,39.74
57927,17927,Road,2025-12-27,Delivered,11.82
57928,17928,Air,2025-04-02,Delivered,9.54
57929,17929,Rail,2025-03-12,Delayed,40.94
57930,17930,Air,2025-11-13,Delivered,23.63
57931,17931,Air,2025-04-21,Delivered,36.62
57932,17932,Air,2025-11-10,Delivered,27.76
57933,17933,Air,2025-01-06,Delivered,45.2
57934,17934,Road,2025-06-27,Delivered,14.32
57935,17935,Road,2026-01-04,Delivered,14.59
57936,17936,Air,2025-01-06,Delayed,5.83
57937,17937,Road,2025-03-08,Delivered,25.82
57938,17938,Air,2025-01-26,Delivered,5.91
57939,17939,Road,2025-04-19,Delivered,6.33
57940,17940,Air,2025-09-23,Delivered,30.92
57941,17941,Rail,2025-05-07,Delivered,24.22
57942,17942,Air,2025-03-18,Delivered,32.6
57943,17943,Road,2025-10-08,Delivered,39.2
57944,17944,Rail,2025-09-20,Delivered,39.22
57945,17945,Road,2025-02-05,Delivered,24.92
57946,17946,Rail,2025-02-01,Delivered,43.17
57947,17947,Road,2025-10-14,Delivered,17.48
57948,17948,Rail,2025-09-06,Delivered,6.21
57949,17949,Road,2025-09-12,Delayed,33.61
57950,17950,Road,2025-02-28,Delivered,29.19
57951,17951,Rail,2025-05-22,Delivered,35.43
57952,17952,Road,2025-11-13,Delayed,10.55
57953,17953,Road,2025-08-27,Delivered,9.28
57954,17954,Rail,2025-09-05,Delayed,43.51
57955,17955,Rail,2025-07-24,Delivered,9.22
57956,17956,Rail,2025-03-20,Delivered,31.21
57957,17957,Air,2025-04-16,Delivered,29.58
57958,17958,Road,2025-03-09,Delivered,49.01
57959,17959,Air,2025-01-24,Delivered,49.49
57960,17960,Road,2025-04-02,Delivered,10.54
57961,17961,Air,2025-01-29,Delivered,42.57
57962,17962,Rail,2025-10-05,Delayed,8.46
57963,17963,Rail,2025-09-26,Delivered,46.38
57964,17964,Rail,2025-11-24,Delivered,15.89
57965,17965,Rail,2025-07-17,Delivered,48.25
57966,17966,Air,2025-04-14,Delivered,5.88
57967,17967,Road,2025-11-20,Delivered,28.27
57968,17968,Road,2025-08-08,Delivered,47.76
57969,17969,Road,2025-06-18,Delayed,39.42
57970,17970,Road,2025-03-19,Delivered,44.93
57971,17971,Road,2025-03-29,Delivered,20.44
57972,17972,Air,2025-02-23,Delivered,27.6
57973,17973,Road,2025-10-13,Delivered,34.19
57974,17974,Air,2025-02-11,Delayed,43.07
57975,17975,Air,2025-01-19,Delayed,27.36
57976,17976,Air,2025-05-09,Delivered,49.58
57977,17977,Air,2025-08-26,Delivered,23.18
57978,17978,Rail,2025-10-20,Delayed,26.7
57979,17979,Rail,2025-03-23,Delivered,37.35
57980,17980,Road,2025-06-30,Delivered,39.11
57981,17981,Road,2025-09-24,Delivered,21.54
57982,17982,Rail,2025-03-28,Delivered,26.48
57983,17983,Road,2025-05-20,Delivered,39.5
57984,17984,Air,2025-04-08,Delayed,5.01
57985,17985,Air,2025-07-13,Delayed,33.09
57986,17986,Road,2025-04-26,Delivered,29.85
57987,17987,Air,2025-01-31,Delivered,36.24
57988,17988,Air,2025-06-20,Delivered,41.46
57989,17989,Road,2025-04-01,Delivered,23.81
57990,17990,Rail,2025-11-09,Delivered,10.87
57991,17991,Rail,2025-09-21,Delivered,11.8
57992,17992,Road,2025-11-07,Delivered,10.47
57993,17993,Air,2025-04-27,Delivered,48.76
57994,17994,Road,2025-07-24,Delivered,19.73
57995,17995,Rail,2025-04-12,Delivered,10.61
57996,17996,Rail,2025-03-11,Delivered,43.55
57997,17997,Rail,2025-08-17,Delivered,45.73
57998,17998,Air,2025-03-23,Delivered,27.98
57999,17999,Rail,2025-01-14,Delayed,26.73
58000,18000,Road,2025-12-25,Delayed,17.12
58001,18001,Rail,2025-01-12,Delivered,21.11
58002,18002,Road,2025-03-18,Delayed,10.5
58003,18003,Road,2025-02-21,Delivered,44.02
58004,18004,Road,2025-04-02,Delayed,42.38
58005,18005,Rail,2025-07-12,Delivered,27.67
58006,18006,Road,2025-08-07,Delivered,15.92
58007,18007,Rail,2025-04-04,Delivered,36.24
58008,18008,Road,2025-08-29,Delivered,37.89
58009,18009,Road,2025-02-10,Delivered,28.43
58010,18010,Road,2025-07-07,Delivered,12.05
58011,18011,Air,2025-06-11,Delayed,28.66
58012,18012,Air,2025-09-26,Delivered,17.59
58013,18013,Rail,2025-07-07,Delayed,49.84
58014,18014,Air,2025-09-11,Delivered,26.91
58015,18015,Air,2025-11-13,Delayed,32.17
58016,18016,Air,2025-05-01,Delivered,6.14
58017,18017,Road,2025-11-06,Delivered,44.17
58018,18018,Road,2025-09-15,Delivered,24.08
58019,18019,Road,2025-11-25,Delivered,22.2
58020,18020,Road,2025-09-26,Delivered,44.62
58021,18021,Air,2025-09-17,Delivered,7.02
58022,18022,Rail,2025-11-20,Delivered,5.65
58023,18023,Air,2025-11-08,Delivered,49.1
58024,18024,Road,2025-06-16,Delivered,36.79
58025,18025,Road,2025-10-28,Delivered,49.58
58026,18026,Road,2025-06-04,Delivered,11.4
58027,18027,Air,2025-06-23,Delivered,20.31
58028,18028,Rail,2025-05-22,Delivered,38.3
58029,18029,Air,2025-07-16,Delivered,48.14
58030,18030,Road,2025-04-26,Delivered,18.91
58031,18031,Road,2025-05-28,Delivered,21.88
58032,18032,Road,2025-07-07,Delivered,20.15
58033,18033,Air,2025-09-09,Delivered,33.12
58034,18034,Rail,2025-09-21,Delivered,32.46
58035,18035,Road,2025-11-20,Delivered,26.13
58036,18036,Road,2025-08-02,Delivered,13.65
58037,18037,Air,2025-07-28,Delivered,30.62
58038,18038,Rail,2025-02-23,Delivered,27.43
58039,18039,Rail,2025-11-06,Delivered,31.54
58040,18040,Road,2025-01-13,Delivered,11.23
58041,18041,Rail,2025-02-22,Delivered,8.61
58042,18042,Air,2025-05-26,Delivered,13.75
58043,18043,Air,2025-12-15,Delivered,25.92
58044,18044,Air,2025-05-19,Delivered,10.96
58045,18045,Road,2025-01-13,Delayed,42.96
58046,18046,Road,2025-12-13,Delivered,31.81
58047,18047,Road,2025-12-18,Delivered,33.3
58048,18048,Rail,2025-06-16,Delivered,16.47
58049,18049,Road,2025-12-20,Delivered,24.74
58050,18050,Air,2025-07-23,Delivered,39.56
58051,18051,Rail,2025-03-05,Delivered,47.58
58052,18052,Air,2025-11-12,Delivered,40.33
58053,18053,Air,2025-06-24,Delivered,11.5
58054,18054,Air,2025-03-20,Delivered,25.12
58055,18055,Road,2025-08-30,Delivered,18.9
58056,18056,Air,2025-08-12,Delivered,49.62
58057,18057,Rail,2025-09-12,Delivered,18.03
58058,18058,Road,2025-04-17,Delivered,21.62
58059,18059,Road,2025-07-21,Delivered,19.28
58060,18060,Road,2025-03-26,Delivered,28.18
58061,18061,Road,2025-02-19,Delivered,49.66
58062,18062,Rail,2025-05-18,Delivered,18.59
58063,18063,Rail,2025-11-08,Delivered,7.64
58064,18064,Road,2025-05-27,Delivered,24.8
58065,18065,Road,2025-02-03,Delivered,48.36
58066,18066,Road,2025-12-17,Delivered,5.36
58067,18067,Road,2025-01-12,Delivered,16.51
58068,18068,Road,2025-11-22,Delayed,30.71
58069,18069,Rail,2025-01-18,Delayed,45.54
58070,18070,Road,2025-06-27,Delayed,22.43
58071,18071,Rail,2025-11-22,Delayed,29.57
58072,18072,Rail,2025-09-27,Delivered,39.71
58073,18073,Rail,2025-06-02,Delayed,49.33
58074,18074,Air,2025-01-13,Delivered,21.83
58075,18075,Road,2025-05-28,Delivered,22.22
58076,18076,Road,2025-08-19,Delivered,42.71
58077,18077,Air,2025-06-20,Delayed,21.8
58078,18078,Road,2025-08-25,Delivered,20.84
58079,18079,Road,2025-08-26,Delayed,41.76
58080,18080,Rail,2025-05-22,Delivered,20.65
58081,18081,Rail,2025-06-23,Delivered,19.12
58082,18082,Air,2025-09-26,Delayed,26.72
58083,18083,Road,2025-05-09,Delayed,42.92
58084,18084,Rail,2025-06-20,Delivered,5.62
58085,18085,Air,2025-07-28,Delivered,31.8
58086,18086,Road,2025-07-31,Delivered,43.47
58087,18087,Road,2025-05-19,Delivered,30.8
58088,18088,Rail,2025-09-06,Delivered,44.54
58089,18089,Rail,2025-07-04,Delayed,48.97
58090,18090,Road,2025-03-04,Delayed,9.85
58091,18091,Rail,2026-01-01,Delivered,12.59
58092,18092,Road,2025-02-04,Delivered,25.2
58093,18093,Rail,2025-04-26,Delayed,29.55
58094,18094,Rail,2025-01-28,Delivered,49.29
58095,18095,Road,2025-03-06,Delivered,9.41
58096,18096,Rail,2025-04-19,Delivered,39.45
58097,18097,Rail,2025-09-03,Delivered,28.42
58098,18098,Air,2025-11-02,Delivered,22.46
58099,18099,Air,2025-10-25,Delivered,16.69
58100,18100,Road,2026-01-06,Delivered,25.09
58101,18101,Air,2025-12-13,Delivered,18.07
58102,18102,Road,2025-10-05,Delivered,33.91
58103,18103,Rail,2025-12-14,Delivered,14.36
58104,18104,Road,2025-04-02,Delivered,43.6
58105,18105,Road,2025-05-07,Delivered,13.52
58106,18106,Road,2025-03-01,Delivered,25.24
58107,18107,Rail,2025-05-14,Delivered,40.74
58108,18108,Road,2025-10-14,Delivered,21.78
58109,18109,Air,2025-05-21,Delivered,21.68
58110,18110,Rail,2025-12-03,Delayed,31.48
58111,18111,Rail,2025-03-04,Delayed,28.33
58112,18112,Rail,2025-06-23,Delivered,8.5
58113,18113,Rail,2025-02-04,Delivered,14.8
58114,18114,Air,2025-12-28,Delivered,20.82
58115,18115,Road,2025-11-23,Delivered,19.6
58116,18116,Road,2025-11-08,Delivered,29.7
58117,18117,Rail,2025-05-28,Delivered,15.94
58118,18118,Road,2025-11-08,Delivered,14.71
58119,18119,Road,2025-03-31,Delivered,30.64
58120,18120,Rail,2025-01-05,Delivered,11.84
58121,18121,Rail,2025-04-26,Delivered,17.52
58122,18122,Air,2025-12-03,Delivered,39.53
58123,18123,Rail,2025-06-04,Delivered,42.74
58124,18124,Air,2025-09-04,Delivered,32.59
58125,18125,Rail,2025-12-13,Delivered,21.77
58126,18126,Rail,2025-12-02,Delivered,30.24
58127,18127,Road,2025-03-07,Delivered,9.62
58128,18128,Air,2025-05-29,Delivered,8.49
58129,18129,Road,2025-07-10,Delivered,16.21
58130,18130,Air,2025-01-10,Delayed,37.36
58131,18131,Rail,2025-06-27,Delivered,32.6
58132,18132,Road,2025-04-04,Delivered,15.97
58133,18133,Road,2025-02-23,Delivered,46.44
58134,18134,Air,2025-12-18,Delivered,42.99
58135,18135,Road,2025-08-03,Delivered,41.07
58136,18136,Air,2025-05-23,Delivered,11.7
58137,18137,Air,2025-06-24,Delivered,43.59
58138,18138,Rail,2025-04-07,Delivered,20.68
58139,18139,Air,2025-03-30,Delivered,36.51
58140,18140,Rail,2025-01-28,Delivered,12.32
58141,18141,Air,2025-04-16,Delayed,7.43
58142,18142,Rail,2025-09-16,Delivered,25.77
58143,18143,Air,2025-05-02,Delayed,19.33
58144,18144,Rail,2025-03-07,Delayed,37.66
58145,18145,Road,2025-07-01,Delayed,22.17
58146,18146,Road,2025-07-08,Delivered,19.26
58147,18147,Road,2025-09-19,Delivered,15.65
58148,18148,Rail,2025-04-17,Delivered,19.23
58149,18149,Road,2025-04-12,Delivered,30.82
58150,18150,Rail,2025-03-09,Delivered,47.64
58151,18151,Road,2025-07-19,Delivered,42.98
58152,18152,Road,2025-08-10,Delivered,7.96
58153,18153,Road,2025-03-22,Delayed,7.52
58154,18154,Air,2025-06-07,Delivered,32.46
58155,18155,Road,2025-01-26,Delivered,38.87
58156,18156,Air,2025-02-01,Delivered,7.46
58157,18157,Road,2025-10-04,Delivered,28.54
58158,18158,Rail,2025-05-07,Delivered,27.87
58159,18159,Air,2025-06-29,Delivered,16.49
58160,18160,Road,2025-08-05,Delivered,46.35
58161,18161,Air,2025-02-12,Delivered,6.45
58162,18162,Air,2025-11-09,Delivered,24.47
58163,18163,Road,2025-02-16,Delayed,22.91
58164,18164,Road,2025-02-28,Delayed,44.82
58165,18165,Air,2026-01-04,Delivered,41.16
58166,18166,Road,2025-09-12,Delayed,43.3
58167,18167,Road,2025-07-18,Delayed,43.15
58168,18168,Road,2025-03-02,Delivered,38.0
58169,18169,Air,2025-12-10,Delivered,27.09
58170,18170,Road,2025-03-23,Delivered,43.2
58171,18171,Rail,2025-05-19,Delayed,11.72
58172,18172,Road,2025-06-01,Delayed,23.8
58173,18173,Air,2025-10-30,Delivered,24.37
58174,18174,Air,2025-04-15,Delivered,20.53
58175,18175,Air,2025-02-05,Delivered,39.6
58176,18176,Rail,2025-06-27,Delivered,19.17
58177,18177,Rail,2025-02-02,Delivered,48.35
58178,18178,Rail,2025-07-02,Delivered,42.09
58179,18179,Rail,2025-09-06,Delivered,19.73
58180,18180,Air,2025-05-16,Delivered,43.48
58181,18181,Rail,2025-02-25,Delivered,44.71
58182,18182,Air,2025-09-22,Delivered,12.58
58183,18183,Air,2025-03-30,Delivered,22.33
58184,18184,Rail,2025-07-12,Delivered,12.13
58185,18185,Rail,2025-02-02,Delayed,35.73
58186,18186,Rail,2025-08-18,Delivered,9.27
58187,18187,Rail,2025-04-06,Delivered,40.32
58188,18188,Air,2025-11-08,Delivered,38.74
58189,18189,Air,2025-02-26,Delayed,8.44
58190,18190,Road,2025-04-20,Delayed,32.78
58191,18191,Rail,2025-11-04,Delivered,28.73
58192,18192,Air,2025-02-20,Delivered,35.99
58193,18193,Air,2025-02-28,Delayed,35.28
58194,18194,Air,2025-08-03,Delivered,28.32
58195,18195,Rail,2025-12-20,Delivered,34.16
58196,18196,Road,2025-11-21,Delivered,33.12
58197,18197,Rail,2025-12-26,Delivered,33.16
58198,18198,Road,2025-11-27,Delivered,10.99
58199,18199,Rail,2025-05-01,Delayed,35.24
58200,18200,Air,2025-07-09,Delayed,11.8
58201,18201,Air,2025-05-23,Delivered,34.03
58202,18202,Rail,2025-04-18,Delivered,25.81
58203,18203,Air,2025-09-21,Delayed,45.99
58204,18204,Rail,2025-07-13,Delivered,28.36
58205,18205,Rail,2025-11-15,Delayed,37.4
58206,18206,Air,2025-08-06,Delivered,39.55
58207,18207,Rail,2025-07-28,Delivered,34.0
58208,18208,Rail,2025-09-06,Delayed,14.02
58209,18209,Air,2025-07-08,Delivered,41.05
58210,18210,Rail,2025-10-23,Delivered,49.27
58211,18211,Air,2025-10-22,Delivered,36.57
58212,18212,Air,2025-06-05,Delayed,37.34
58213,18213,Rail,2025-09-14,Delivered,31.71
58214,18214,Air,2025-12-24,Delivered,28.44
58215,18215,Road,2025-06-15,Delivered,21.06
58216,18216,Road,2025-09-21,Delivered,8.3
58217,18217,Road,2025-07-31,Delivered,40.63
58218,18218,Rail,2025-03-30,Delayed,27.96
58219,18219,Air,2025-05-27,Delayed,26.07
58220,18220,Air,2025-10-09,Delivered,40.34
58221,18221,Rail,2025-02-06,Delivered,29.1
58222,18222,Road,2025-02-19,Delivered,8.94
58223,18223,Road,2025-08-04,Delivered,27.07
58224,18224,Road,2025-09-21,Delivered,18.71
58225,18225,Air,2025-01-30,Delivered,34.25
58226,18226,Air,2025-11-20,Delivered,38.18
58227,18227,Road,2025-05-07,Delayed,43.77
58228,18228,Air,2025-01-23,Delivered,34.42
58229,18229,Rail,2025-09-22,Delivered,42.2
58230,18230,Rail,2025-09-04,Delivered,43.82
58231,18231,Rail,2026-01-09,Delivered,29.09
58232,18232,Rail,2025-02-06,Delayed,38.44
58233,18233,Rail,2025-10-25,Delayed,42.69
58234,18234,Air,2025-05-24,Delivered,47.95
58235,18235,Rail,2025-01-29,Delivered,38.3
58236,18236,Road,2025-08-01,Delayed,28.13
58237,18237,Air,2025-05-27,Delivered,6.06
58238,18238,Rail,2025-12-26,Delivered,10.01
58239,18239,Road,2025-04-20,Delayed,7.41
58240,18240,Rail,2025-10-07,Delayed,24.94
58241,18241,Road,2025-08-28,Delivered,37.94
58242,18242,Road,2025-11-15,Delivered,21.29
58243,18243,Rail,2025-02-17,Delivered,19.95
58244,18244,Rail,2025-10-20,Delivered,49.28
58245,18245,Air,2025-11-23,Delivered,30.09
58246,18246,Road,2026-01-01,Delayed,26.85
58247,18247,Rail,2025-02-04,Delivered,44.98
58248,18248,Air,2025-02-10,Delivered,36.94
58249,18249,Road,2025-07-04,Delivered,49.9
58250,18250,Rail,2025-07-27,Delivered,28.5
58251,18251,Air,2025-10-13,Delivered,48.14
58252,18252,Road,2025-11-05,Delivered,11.05
58253,18253,Air,2025-09-03,Delayed,15.43
58254,18254,Rail,2025-11-20,Delivered,32.9
58255,18255,Road,2025-10-08,Delivered,36.63
58256,18256,Air,2025-11-25,Delayed,16.16
58257,18257,Road,2025-06-11,Delivered,38.43
58258,18258,Rail,2025-12-22,Delayed,37.39
58259,18259,Rail,2025-06-14,Delivered,7.42
58260,18260,Road,2025-02-11,Delivered,28.61
58261,18261,Rail,2025-02-16,Delivered,49.34
58262,18262,Air,2025-12-31,Delivered,45.36
58263,18263,Rail,2025-03-10,Delayed,14.41
58264,18264,Air,2025-01-18,Delivered,18.95
58265,18265,Air,2025-06-16,Delivered,21.82
58266,18266,Rail,2025-06-24,Delayed,36.26
58267,18267,Rail,2025-06-20,Delivered,30.12
58268,18268,Rail,2025-05-16,Delayed,8.17
58269,18269,Road,2025-03-12,Delivered,34.62
58270,18270,Rail,2025-07-27,Delivered,26.12
58271,18271,Air,2025-11-12,Delivered,11.89
58272,18272,Air,2025-04-24,Delivered,39.08
58273,18273,Road,2025-07-08,Delivered,24.52
58274,18274,Road,2025-02-22,Delayed,29.64
58275,18275,Air,2025-09-02,Delivered,26.13
58276,18276,Air,2025-04-22,Delivered,10.84
58277,18277,Rail,2025-07-17,Delivered,32.44
58278,18278,Road,2025-08-30,Delivered,21.05
58279,18279,Rail,2025-07-08,Delivered,33.04
58280,18280,Road,2025-12-11,Delayed,49.25
58281,18281,Rail,2025-06-22,Delivered,5.33
58282,18282,Road,2025-10-15,Delivered,20.7
58283,18283,Rail,2025-02-26,Delayed,40.95
58284,18284,Road,2025-09-12,Delivered,32.21
58285,18285,Air,2025-12-31,Delivered,46.31
58286,18286,Rail,2025-02-06,Delayed,44.89
58287,18287,Road,2025-07-26,Delivered,10.84
58288,18288,Air,2025-02-25,Delivered,12.35
58289,18289,Rail,2025-12-14,Delivered,10.89
58290,18290,Road,2025-11-28,Delivered,49.79
58291,18291,Road,2025-11-28,Delivered,24.52
58292,18292,Road,2025-06-19,Delivered,17.56
58293,18293,Road,2025-09-07,Delayed,15.65
58294,18294,Rail,2025-11-09,Delivered,37.87
58295,18295,Rail,2025-11-27,Delayed,35.54
58296,18296,Air,2025-12-12,Delivered,48.57
58297,18297,Air,2025-11-14,Delayed,46.37
58298,18298,Air,2025-08-16,Delivered,35.72
58299,18299,Air,2025-03-10,Delayed,48.04
58300,18300,Road,2025-08-09,Delayed,23.54
58301,18301,Air,2025-12-19,Delayed,49.48
58302,18302,Air,2025-05-10,Delivered,15.65
58303,18303,Air,2025-08-30,Delivered,30.95
58304,18304,Road,2025-05-20,Delivered,29.25
58305,18305,Air,2025-04-07,Delivered,26.43
58306,18306,Rail,2025-11-16,Delayed,32.91
58307,18307,Air,2025-04-30,Delivered,16.75
58308,18308,Rail,2025-01-13,Delivered,10.53
58309,18309,Rail,2025-01-25,Delivered,5.95
58310,18310,Air,2025-06-05,Delivered,15.75
58311,18311,Air,2025-09-03,Delivered,27.63
58312,18312,Air,2025-08-27,Delivered,24.77
58313,18313,Rail,2025-06-03,Delivered,12.11
58314,18314,Air,2025-08-26,Delivered,32.94
58315,18315,Road,2025-01-17,Delivered,28.29
58316,18316,Road,2025-12-06,Delivered,16.96
58317,18317,Road,2026-01-05,Delivered,20.46
58318,18318,Rail,2025-05-02,Delivered,21.36
58319,18319,Rail,2025-01-18,Delayed,37.03
58320,18320,Road,2025-09-19,Delivered,19.18
58321,18321,Rail,2025-08-19,Delivered,19.79
58322,18322,Air,2025-03-31,Delivered,39.35
58323,18323,Rail,2025-05-22,Delivered,46.44
58324,18324,Rail,2025-02-20,Delayed,25.55
58325,18325,Rail,2025-01-25,Delivered,9.58
58326,18326,Rail,2025-09-02,Delivered,30.31
58327,18327,Air,2025-09-27,Delivered,47.43
58328,18328,Road,2025-09-10,Delivered,27.09
58329,18329,Air,2025-03-13,Delivered,5.06
58330,18330,Air,2025-03-26,Delivered,17.17
58331,18331,Rail,2025-03-07,Delivered,22.56
58332,18332,Rail,2025-08-07,Delayed,23.34
58333,18333,Rail,2025-09-13,Delivered,24.69
58334,18334,Rail,2025-05-08,Delayed,33.9
58335,18335,Rail,2025-10-13,Delivered,46.63
58336,18336,Rail,2025-06-11,Delivered,13.17
58337,18337,Air,2025-01-26,Delivered,26.87
58338,18338,Road,2025-03-31,Delayed,28.13
58339,18339,Road,2025-05-25,Delayed,37.33
58340,18340,Air,2025-08-16,Delivered,46.24
58341,18341,Air,2025-09-09,Delivered,31.77
58342,18342,Rail,2025-02-01,Delivered,47.25
58343,18343,Road,2025-08-21,Delivered,25.44
58344,18344,Road,2025-09-21,Delivered,5.93
58345,18345,Rail,2025-09-03,Delivered,34.34
58346,18346,Rail,2025-07-11,Delivered,36.8
58347,18347,Air,2025-11-11,Delivered,44.62
58348,18348,Rail,2025-03-09,Delivered,40.49
58349,18349,Rail,2025-02-09,Delivered,44.76
58350,18350,Rail,2025-07-03,Delivered,29.44
58351,18351,Rail,2025-03-30,Delivered,19.95
58352,18352,Rail,2025-04-23,Delivered,21.94
58353,18353,Rail,2025-02-15,Delivered,6.97
58354,18354,Air,2025-03-11,Delayed,45.83
58355,18355,Air,2025-08-23,Delivered,15.59
58356,18356,Road,2025-02-16,Delivered,39.01
58357,18357,Road,2025-02-19,Delivered,46.6
58358,18358,Road,2025-08-22,Delivered,36.7
58359,18359,Road,2025-10-25,Delivered,39.85
58360,18360,Air,2025-08-13,Delivered,46.37
58361,18361,Rail,2026-01-02,Delayed,15.1
58362,18362,Road,2025-02-08,Delivered,24.67
58363,18363,Rail,2025-12-15,Delivered,28.96
58364,18364,Air,2025-12-08,Delayed,26.91
58365,18365,Rail,2025-08-05,Delayed,37.45
58366,18366,Road,2025-04-10,Delivered,32.19
58367,18367,Rail,2025-01-14,Delivered,21.94
58368,18368,Rail,2025-07-01,Delivered,41.42
58369,18369,Air,2025-03-29,Delivered,28.91
58370,18370,Air,2025-03-23,Delayed,22.86
58371,18371,Road,2025-10-26,Delivered,47.09
58372,18372,Rail,2025-05-18,Delayed,21.56
58373,18373,Road,2025-05-02,Delivered,20.99
58374,18374,Rail,2025-01-21,Delivered,9.05
58375,18375,Rail,2025-04-09,Delivered,43.9
58376,18376,Road,2025-07-27,Delivered,29.95
58377,18377,Rail,2025-03-19,Delayed,47.24
58378,18378,Air,2025-10-01,Delivered,46.87
58379,18379,Road,2025-02-01,Delayed,41.63
58380,18380,Rail,2025-04-07,Delivered,46.66
58381,18381,Road,2025-07-06,Delivered,42.24
58382,18382,Air,2025-07-18,Delivered,13.94
58383,18383,Road,2025-04-26,Delayed,31.33
58384,18384,Road,2025-03-11,Delivered,33.01
58385,18385,Road,2025-03-02,Delivered,42.43
58386,18386,Air,2025-10-24,Delivered,15.88
58387,18387,Rail,2025-10-22,Delivered,8.78
58388,18388,Rail,2025-10-14,Delivered,23.92
58389,18389,Road,2025-07-22,Delivered,48.39
58390,18390,Rail,2025-07-05,Delivered,46.26
58391,18391,Road,2025-08-24,Delivered,20.0
58392,18392,Air,2025-11-07,Delayed,9.44
58393,18393,Air,2025-05-04,Delivered,41.46
58394,18394,Air,2025-11-28,Delivered,47.38
58395,18395,Rail,2025-05-30,Delayed,27.93
58396,18396,Air,2025-10-06,Delayed,21.75
58397,18397,Rail,2025-04-10,Delivered,38.99
58398,18398,Rail,2025-02-17,Delivered,45.08
58399,18399,Road,2025-05-05,Delayed,19.68
58400,18400,Road,2025-08-13,Delivered,11.24
58401,18401,Air,2025-10-16,Delivered,10.39
58402,18402,Air,2025-02-22,Delivered,15.25
58403,18403,Air,2025-03-06,Delivered,5.08
58404,18404,Air,2025-01-25,Delayed,49.98
58405,18405,Air,2025-05-08,Delayed,7.64
58406,18406,Rail,2025-11-15,Delivered,10.89
58407,18407,Rail,2025-07-10,Delayed,7.73
58408,18408,Air,2025-09-10,Delayed,43.8
58409,18409,Road,2025-04-16,Delayed,18.17
58410,18410,Road,2025-06-29,Delivered,41.86
58411,18411,Rail,2025-03-24,Delivered,37.4
58412,18412,Air,2025-07-04,Delivered,11.31
58413,18413,Rail,2025-08-26,Delivered,23.62
58414,18414,Road,2025-11-10,Delivered,42.25
58415,18415,Air,2025-03-13,Delivered,32.72
58416,18416,Road,2025-04-04,Delivered,5.33
58417,18417,Road,2025-06-19,Delayed,14.91
58418,18418,Air,2025-03-13,Delivered,8.65
58419,18419,Road,2025-12-23,Delayed,32.86
58420,18420,Air,2025-03-21,Delivered,41.03
58421,18421,Air,2025-07-06,Delivered,44.66
58422,18422,Air,2025-11-17,Delivered,13.76
